TipoPedido,CodControle,Fornecedor,OrgCompras,GrpCompradores,Empresa,Artigo,Quantidade,UnidadeCompra,Centro,Dep,DataRemessa,Moeda
ZPC9,T,CA01,3300,500,3300,120001696,1,PAL,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,120001682,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,120001695,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14806,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30195,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31540,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14035,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33745,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,16135,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29157,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29156,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,10985,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,10994,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30983,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30981,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14946,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34056,20,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29554,42,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29341,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29160,6,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29159,8,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,25794,6,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29158,8,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31509,1,PAL,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28828,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30360,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30337,6,UN,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29109,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26575,6,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28478,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28479,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32479,5,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29946,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26086,8,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30296,20,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29807,1,PAL,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33682,1,PAL,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,10020,1,PAL,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18269,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18311,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18310,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18313,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32400,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31329,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31321,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26593,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26934,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26897,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26896,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27756,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27773,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31881,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31819,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31595,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32294,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31880,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32249,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34003,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34002,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29751,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29750,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32415,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14471,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,12890,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34256,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14473,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34257,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31426,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34107,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34192,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31428,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31427,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34191,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,20593,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32242,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32243,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,19241,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,19242,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30928,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30929,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14461,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28328,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32348,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32064,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32066,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32065,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30072,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29600,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18136,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21487,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18138,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33681,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32038,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31941,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30348,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32210,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31787,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29992,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31824,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31744,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31667,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21795,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26599,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21804,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21796,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26909,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30015,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21180,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31633,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29700,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21150,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28925,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31882,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34234,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28738,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30026,5,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27097,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29560,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30623,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30305,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27569,25,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32630,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27568,30,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32410,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,20609,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28981,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31435,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33924,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32641,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26683,8,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32613,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,25551,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31514,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31786,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31086,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29447,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31088,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28120,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30886,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32303,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32301,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,23388,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,23389,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,24041,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,24042,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29774,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31835,4,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30967,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34224,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30969,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32412,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32413,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30085,60,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32296,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33888,3,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28165,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14350,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28191,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28192,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31840,1,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31200,6,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33936,5,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31198,10,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34214,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29872,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34112,5,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34057,2,CX,A113,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34240,1,CX,A113,DL01,31.07.2023,AOA
