TipoPedido,CodControle,Fornecedor,OrgCompras,GrpCompradores,Empresa,Artigo,Quantidade,UnidadeCompra,Centro,Dep,DataRemessa,Moeda
ZPC9,T,CA02,3300,500,3300,32613,1,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,25551,3,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31514,10,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31759,2,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,22160,3,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,30506,4,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31086,6,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31088,2,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,28724,4,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,28120,2,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,34246,1,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31250,3,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32300,2,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,29774,5,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32402,4,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31835,15,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,34224,8,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32412,10,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32540,1,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32542,1,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32548,1,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,29214,2,PAL,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,25877,4,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,29213,1,PAL,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31712,3,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,29681,144,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31711,3,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31710,3,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,22838,90,CX,A131,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31875,6,CX,A131,DL01,31.07.2023,AOA
