TipoPedido,CodControle,Fornecedor,OrgCompras,GrpCompradores,Empresa,Artigo,Quantidade,UnidadeCompra,Centro,Dep,DataRemessa,Moeda
ZPC9,T,CA01,3300,500,3300,14806,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30195,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31540,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31542,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31836,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29157,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29156,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,11181,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,11194,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29160,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,24299,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29159,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,25794,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29158,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31509,1,PAL,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,11353,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29490,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,11381,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28828,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30360,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30337,2,UN,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30338,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,25690,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,11399,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26575,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28478,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28479,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32479,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33682,1,PAL,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18269,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18311,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18310,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18313,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26896,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31369,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31368,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31881,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31819,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31595,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31880,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32250,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32249,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34003,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34002,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,12890,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34107,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,20593,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,19244,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30929,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14461,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28328,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34250,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32348,5,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32064,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32066,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32065,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30933,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18136,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18138,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33681,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32038,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30348,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32210,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30943,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21180,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32254,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31633,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29700,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,21150,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,22565,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,20666,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29560,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30623,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30305,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27569,30,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32630,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27568,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,10694,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31435,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30306,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30304,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33924,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32641,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26683,5,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31749,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30966,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31514,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,22160,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29447,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31402,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31088,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28724,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34246,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31250,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31403,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32402,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31530,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32412,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32296,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33888,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,10972,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32540,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32542,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32548,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28165,3,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,14350,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,18766,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29284,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,11621,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31200,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29870,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31198,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34214,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29872,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34112,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34240,3,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34241,3,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34242,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34243,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29107,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32169,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27896,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27099,3,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34233,3,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33949,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,33948,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29285,5,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32180,5,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,34011,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30385,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26061,4,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27384,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27386,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,26504,3,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31971,3,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29813,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29711,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29702,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29704,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31860,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,22689,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,52139,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,52143,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,27509,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31832,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31831,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28139,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31371,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31849,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31602,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30673,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,30817,2,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,28621,10,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,32659,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,24343,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,31830,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29579,1,PAL,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29214,1,PAL,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,25877,1,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29212,1,PAL,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29213,1,PAL,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,29681,48,CX,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,100000528,5,UN,A088,DL01,31.07.2023,AOA
ZPC9,T,CA01,3300,500,3300,100000529,5,UN,A088,DL01,31.07.2023,AOA
